id,word,polarity,joy,fear,sadness,anger,surprise,disgust
6381,factic,negative,0,0,0,1,0,1
6382,faction,negative,0,0,0,1,0,0
6383,factur,negative,0,1,1,0,0,0
6384,facult,positive,0,0,0,0,0,0
6385,facultã©,positive,0,0,0,0,0,0
6386,fad,negative,0,0,1,0,0,1
6387,faibl,negative,0,0,1,1,0,1
6388,faibl,negative,0,1,1,0,0,0
6389,faibless,negative,0,1,1,0,0,0
6390,faibl,negative,0,1,0,0,0,0
6391,faã¯enc,positive,0,0,0,0,0,0
6392,faill,negative,0,1,1,0,0,0
6393,faillibl,negative,0,1,1,0,0,0
6394,faillit,negative,0,1,1,1,0,1
6395,faim,negative,0,0,1,0,0,0
6396,fair,positive,0,0,0,0,0,0
6397,faire apparaã®tr,negative,0,0,0,0,1,0
6398,faire appel,positive,0,0,0,0,0,0
6399,faire attent,positive,0,1,0,0,0,0
6400,faire bouill,negative,0,0,0,1,0,1
6401,faire cadeau,positive,0,0,0,0,0,0
6402,faire campagn,positive,0,0,0,0,0,0
6403,faire chant,negative,0,1,0,1,0,0
6404,faire circul,positive,0,0,0,0,0,0
6405,faire confi,positive,0,0,0,0,0,0
6406,faire cuire au barbecu,positive,0,0,0,0,0,0
6407,faire de l exercic,positive,0,0,0,0,0,0
6408,faire de le box,negative,0,0,0,1,0,0
6409,faire de le lug,positive,1,0,0,0,0,0
6410,faire de le moto,positive,0,0,0,0,0,0
6411,faire de le publicitã©,positive,0,0,0,0,0,0
6412,faire de le sculptur,positive,0,0,0,0,0,0
6413,faire du affair,positive,0,0,0,0,0,0
6414,faire du comprom,positive,0,0,0,0,0,0
6415,faire du cours,positive,0,0,0,0,1,0
6416,faire du fol,negative,0,1,0,0,1,0
6417,faire du histoir,negative,0,0,1,1,0,0
6418,faire du remarque continuel,negative,0,1,1,1,0,0
6419,faire du rã©serv,positive,0,0,0,0,0,0
6420,faire dã©ton,negative,0,1,0,0,1,0
6421,faire du canoã«,positive,0,0,0,0,0,0
6422,faire du jogging,positive,0,0,0,0,0,0
6423,faire du mannequinat,positive,0,0,0,0,0,0
6424,faire du planeur,positive,1,0,0,0,0,0
6425,faire du racolag,negative,0,0,0,0,0,0
6426,faire du rap,negative,0,0,0,0,0,0
6427,faire du trafic,negative,0,0,1,0,0,0
6428,faire du traã®neau,positive,1,0,0,0,0,0
6429,faire explos,negative,0,1,0,1,1,0
6430,faire fac,positive,0,0,0,0,0,0
6431,faire fondr,negative,0,0,0,0,0,0
6432,faire infus,positive,0,0,0,0,0,0
6433,faire le chronique d,positive,0,0,0,0,0,0
6434,faire le cour,positive,0,0,0,0,0,0
6435,faire le cours,positive,0,0,0,0,0,0
6436,faire le fãªt,positive,0,0,0,0,1,0
6437,faire le grimac,negative,0,1,1,1,0,1
6438,faire le leã§on,positive,0,0,0,0,0,0
6439,faire le queu,negative,0,0,1,0,0,0
6440,faire le clown,positive,0,0,0,0,1,0
6441,faire le mã©di,positive,0,0,0,0,0,0
6442,faire le pitr,positive,0,0,0,0,1,0
6443,faire le magasin,positive,0,0,0,0,1,0
6444,faire mal,negative,0,1,1,1,0,0
6445,faire marche arriã¨r,negative,0,1,1,0,0,0
6446,faire obstruction ã ,negative,0,0,0,1,0,0
6447,faire passer un entretien,positive,0,0,0,0,0,0
6448,faire pip,negative,0,0,0,0,0,1
6449,faire pivot,positive,0,0,0,0,0,0
6450,faire plais,positive,1,0,0,0,0,0
6451,faire rã©fã©rence ã ,positive,0,0,0,0,0,0
6452,faire remarqu,negative,0,0,0,0,0,0
6453,faire sembl,negative,0,0,0,1,0,1
6454,faire son dã©but,positive,0,0,0,0,0,0
6455,faire son valis,positive,0,0,0,0,0,0
6456,faire sign,positive,0,0,0,0,0,0
6457,faire suit,positive,0,0,0,0,0,0
6458,faire surfac,positive,0,0,0,0,0,0
6459,faire sursaut,negative,0,1,0,0,1,0
6460,faire tourn,positive,0,0,0,0,0,0
6461,faire tremp,negative,0,0,0,0,0,1
6462,faire un bond,positive,1,0,0,0,0,0
6463,faire un bruit mã©tall,negative,0,1,0,0,1,0
6464,faire un bruit sourd,negative,0,1,0,0,1,0
6465,faire un coup amort,negative,0,1,0,1,1,0
6466,faire un gest,positive,0,0,0,0,0,0
6467,faire un rã©gim,negative,0,0,0,0,0,0
6468,faire un scanner d,positive,0,0,0,0,0,0
6469,faire un signe de le main,positive,0,0,0,0,0,0
6470,faire un signe de le tãªt,positive,0,0,0,0,0,0
6471,faire un somm,positive,0,0,0,0,0,0
6472,faire un sondag,positive,0,0,0,0,0,0
6473,faire un descente dan,negative,0,1,0,1,1,0
6474,faire un digress,negative,0,1,0,1,0,0
6475,faire un embardã©,negative,0,1,0,0,1,0
6476,faire un gaff,negative,0,1,1,0,0,1
6477,faire un hã©morrag,negative,0,1,1,0,0,1
6478,faire un overdos,negative,0,1,1,0,0,1
6479,faire un randonnã©,positive,0,0,0,0,0,0
6480,faire un remis,positive,0,0,0,0,0,0
6481,fairway,positive,0,0,0,0,0,0
6482,faisabilitã©,positive,0,0,0,0,0,0
6483,faire autoritã©,positive,0,0,0,0,0,0
6484,faire le siest,positive,0,0,0,0,0,0
6485,faisceau,positive,1,0,0,0,0,0
6486,fait et gest,positive,0,0,0,0,0,0
6487,falaci,negative,0,0,0,1,0,1
6488,falais,negative,0,1,0,0,0,0
6489,falsif,negative,0,0,0,1,0,1
6490,falsifi,negative,0,1,1,0,0,1
6491,fameux,positive,1,0,0,0,0,0
6492,familiaris,positive,0,0,0,0,0,0
6493,familiaritã©,positive,0,0,0,0,0,0
6494,famili,positive,0,0,0,0,0,0
6495,famill,positive,0,0,0,0,0,0
6496,famille du dã©funt,negative,0,0,1,0,0,0
6497,famin,negative,0,1,1,0,0,0
6498,fan,positive,0,0,0,0,0,0
6499,fanat,negative,0,1,0,1,0,0
6500,fandango,positive,0,0,0,0,0,0
6501,fan,negative,0,0,1,0,0,1
6502,fanfar,positive,0,0,0,0,1,0
6503,fanfaronnad,negative,0,0,0,0,0,0
6504,fanfaron,negative,0,0,0,0,0,0
6505,fanion,positive,0,0,0,0,0,0
6506,fantais,negative,0,0,0,0,1,0
6507,fantasm,positive,0,0,0,0,0,0
6508,fantasqu,negative,0,0,0,0,1,0
6509,fantoch,negative,0,0,0,0,0,0
6510,fantomat,negative,0,1,0,0,0,0
6511,fantã´m,negative,0,1,0,0,1,0
6512,faon,negative,0,0,0,0,0,0
6513,fard,positive,0,0,0,0,0,0
6514,fardeau,negative,0,1,1,1,0,0
6515,farfelu,negative,0,1,0,0,1,0
6516,farin,positive,0,0,0,0,0,0
6517,farin,positive,0,0,0,0,0,0
6518,faro,positive,0,0,0,0,0,0
6519,fasci,positive,0,0,0,0,0,0
6520,fascin,positive,0,1,0,0,1,0
6521,fascin,positive,0,1,0,0,1,0
6522,fascin,positive,0,0,0,0,0,0
6523,fatal,negative,0,1,1,1,0,0
6524,fatalitã©,negative,0,1,1,0,0,0
6525,fatigu,negative,0,0,1,1,0,0
6526,fauch,negative,0,1,1,0,0,0
6527,faucill,negative,0,1,0,0,0,0
6528,faucon,negative,0,1,0,0,0,0
6529,faun,positive,0,0,0,0,0,0
6530,faux couch,negative,0,1,1,0,1,0
6531,fauss,negative,0,0,1,1,1,1
6532,fauss,negative,0,0,1,1,0,0
6533,faussement pud,negative,0,1,0,0,0,1
6534,faussement timid,negative,0,1,0,0,0,1
6535,faussetã©,negative,0,0,0,1,0,1
6536,faut,negative,0,0,1,0,0,1
6537,faute professionnel,negative,0,1,0,1,0,0
6538,fauv,negative,0,1,0,0,0,1
6539,fauvet,positive,0,0,0,0,0,0
6540,faux p,negative,0,1,1,0,1,1
6541,faux pl,negative,0,0,0,0,0,0
6542,faux bourdon,negative,0,1,0,0,0,1
6543,faveur,positive,0,0,0,0,0,0
6544,favor,positive,0,0,0,0,0,0
6545,favoris,positive,0,0,0,0,0,0
6546,favorit,positive,0,0,0,0,0,0
6547,fã©bril,negative,0,1,1,0,1,0
6548,fã©cal,negative,0,0,0,0,0,1
6549,fã¨ce,negative,0,0,0,0,0,1
6550,fã©conditã©,positive,0,0,0,0,0,0
6551,fã©cul,negative,0,0,0,0,0,1
6552,fã©cule de maã¯,positive,0,0,0,0,0,0
6553,fã©dã©ral,positive,0,0,0,0,0,0
6554,fã©dã©ration,positive,0,0,0,0,0,0
6555,fã©e,positive,0,0,0,0,0,0
6556,fã©er,positive,1,0,0,0,0,0
6557,feindr,negative,0,0,0,0,0,1
6558,feint,negative,0,0,0,0,0,1
6559,fã©licit,positive,1,0,0,0,0,0
6560,fã©lin,positive,0,0,0,0,0,0
6561,fã©lur,negative,0,1,0,1,0,0
6562,femel,positive,0,0,0,0,0,0
6563,fã©minist,positive,0,0,0,0,0,0
6564,fã©minitã©,positive,0,0,0,0,0,0
6565,femm,positive,0,0,0,0,0,0
6566,femme au foi,positive,0,0,0,0,0,0
6567,femme de mã©nag,positive,0,0,0,0,0,0
6568,femme fatal,positive,0,0,0,0,0,0
6569,femme polit,positive,0,0,0,0,0,0
6570,fendr,negative,0,1,0,1,0,0
6571,fenãªtr,positive,0,0,0,0,0,0
6572,fenouil,negative,0,0,0,0,0,1
6573,fent,negative,0,1,0,0,0,0
6574,fã©odal,negative,0,0,0,0,0,0
6575,fã©odal,negative,0,0,1,1,0,0
6576,fer,positive,0,0,0,0,0,0
6577,fer ã  cheval,positive,0,0,0,0,0,0
6578,ferm,positive,0,0,0,0,0,0
6579,ferm,positive,0,0,0,0,0,0
6580,ferment,negative,0,0,0,0,0,1
6581,ferment,negative,0,0,0,0,0,1
6582,ferment,negative,0,0,0,0,0,1
6583,fermer ã  clã©,positive,0,0,0,0,0,0
6584,fermetã©,positive,0,0,0,0,0,0
6585,fermet,positive,0,0,0,0,0,0
6586,fermetur,positive,0,0,1,0,0,0
6587,fermeture ã©clair,positive,0,0,0,0,0,0
6588,fã©roc,negative,0,1,0,1,0,1
6589,fã©rocitã©,negative,0,1,0,1,0,0
6590,ferry,positive,0,0,0,0,0,0
6591,fertil,positive,0,0,0,0,0,0
6592,fertilis,positive,0,0,0,0,0,0
6593,fess,positive,0,0,0,0,0,0
6594,fess,negative,0,1,1,1,0,0
6595,festival,positive,0,0,0,0,1,0
6596,fãªter,positive,0,0,0,0,1,0
6597,fã©tich,negative,0,0,0,1,0,0
6598,feu d artific,positive,0,0,0,0,1,0
6599,feu de joi,positive,1,0,0,0,0,0
6600,feuillag,positive,0,0,0,0,0,0
6601,feuill,positive,0,0,0,0,0,0
6602,feuillet,positive,0,0,0,0,0,0
6603,feuilleton,positive,0,0,0,0,0,0
6604,feuillu,positive,0,0,0,0,0,0
6605,fiabilitã©,positive,0,0,0,0,0,0
6606,fiabl,positive,0,0,0,0,0,0
6607,fianã§aill,positive,0,0,0,0,0,0
6608,fianc,positive,0,0,0,0,0,0
6609,fibr,positive,0,0,0,0,0,0
6610,fibreux,negative,0,0,0,0,0,1
6611,fich,negative,0,1,0,0,0,0
6612,fiche de renseign,positive,0,0,0,0,0,0
6613,fichi,positive,0,0,0,0,0,0
6614,fich,negative,0,0,0,1,0,1
6615,fictif,negative,0,0,0,1,0,1
6616,fiction,positive,0,0,0,0,0,0
6617,fidã©litã©,positive,0,0,0,0,0,0
6618,fiduciair,positive,0,0,0,0,0,0
6619,fiertã©,positive,1,0,0,0,0,0
6620,fiest,positive,0,0,0,0,1,0
6621,fiã¨vr,negative,0,1,0,0,0,0
6622,fig,negative,0,0,1,0,0,0
6623,figur,positive,0,0,0,0,0,0
6624,figur,positive,0,0,0,0,0,0
6625,figurin,positive,0,0,0,0,0,0
6626,fil de f,positive,0,0,0,0,0,0
6627,fil dentair,negative,0,0,0,0,0,1
6628,filag,negative,0,1,0,0,0,0
6629,fil,negative,0,0,0,0,0,0
6630,filament,negative,0,0,0,0,0,1
6631,filer ã  tout vitess,negative,0,1,0,0,1,0
6632,filetag,negative,0,0,0,0,0,0
6633,filial,negative,0,0,0,0,0,0
6634,filiat,positive,0,0,0,0,0,0
6635,filiã¨r,positive,0,0,0,0,0,0
6636,filigran,positive,0,0,0,0,0,0
6637,fill,positive,1,0,0,0,0,0
6638,fille de joi,negative,0,0,0,1,0,1
6639,film,positive,0,0,0,0,0,0
6640,film,positive,0,0,0,0,0,0
6641,fil|fil,positive,0,0,0,0,0,0
6642,filtr,positive,0,0,0,0,0,0
6643,filtr,positive,0,0,0,0,0,0
6644,final,positive,0,0,0,0,1,1
6645,finalis,positive,1,0,0,0,0,0
6646,finalitã©,negative,0,0,1,0,0,0
6647,financ,positive,0,0,0,0,0,0
6648,financ,positive,0,0,0,0,0,0
6649,financi,positive,0,0,0,0,0,0
6650,finess,positive,0,0,0,0,0,0
6651,fin,negative,0,1,1,0,0,0
6652,finit,positive,0,0,0,0,0,0
6653,fiol,positive,0,0,0,0,0,0
6654,firm,positive,0,0,0,0,0,0
6655,firm,positive,0,0,0,0,0,0
6656,fiscal,positive,0,0,0,0,0,0
6657,fissil,negative,0,0,0,0,0,0
6658,fission,negative,0,1,0,0,1,0
6659,fissur,negative,0,1,0,1,0,0
6660,fissur,negative,0,1,1,1,0,0
6661,fistul,negative,0,0,0,0,0,1
6662,fix,positive,0,0,0,0,0,0
6663,fix,negative,0,1,0,1,0,0
6664,fixer du regard,negative,0,1,0,1,1,0
6665,fixer le prix,positive,0,0,0,0,0,0
6666,flacon,positive,0,0,0,0,0,0
6667,flair,positive,0,0,0,0,0,0
6668,flambeau,positive,0,0,0,0,0,0
6669,flamb,negative,0,1,0,1,0,0
6670,flamboi,positive,0,0,0,0,1,0
6671,flamboi,negative,0,0,0,1,0,0
6672,flanel,positive,0,0,0,0,0,0
6673,flã¢neur,positive,1,0,0,0,0,0
6674,flanqu,negative,0,0,0,0,0,0
6675,flash,negative,0,1,0,0,1,0
6676,flash back,positive,0,0,0,0,1,0
6677,flasqu,negative,0,0,1,0,0,1
6678,flatter qqn servil,negative,0,0,0,0,0,0
6679,flatter,positive,0,0,0,0,0,0
6680,flatulent,negative,0,0,0,0,0,1
6681,flã¨che,positive,0,1,0,0,1,0
6682,flã©chet,negative,0,1,0,0,0,0
6683,flã©chir,negative,0,0,1,0,0,0
6684,flã©chissement,negative,0,0,1,0,0,0
6685,flã©trir,negative,0,0,1,0,0,1
6686,fleur,positive,1,0,0,0,0,0
6687,fleuret,positive,0,0,0,0,0,0
6688,fleur,positive,1,0,0,0,0,0
6689,fleurist,positive,0,0,0,0,0,0
6690,fleuv,positive,0,0,0,0,0,0
6691,flexibilitã©,positive,0,0,0,0,0,0
6692,flexibl,positive,0,0,0,0,0,0
6693,flexion,positive,0,0,0,0,0,0
6694,flic,negative,0,1,0,0,0,0
6695,flirt,positive,0,0,0,0,1,0
6696,flirt,positive,1,0,0,0,0,0
6697,flocon,negative,0,0,0,0,0,0
6698,flocon de neig,positive,0,0,0,0,0,0
6699,flop,negative,0,0,0,0,0,1
6700,floraison,positive,1,0,0,0,0,0
6701,floral,positive,1,0,0,0,0,0
6702,flor,positive,0,0,0,0,0,0
6703,flor,positive,0,0,0,0,0,0
6704,flor,positive,0,0,0,0,0,0
6705,flottabilitã©,positive,0,0,0,0,0,0
6706,flott,positive,0,0,0,0,0,0
6707,flott,positive,0,0,0,0,0,0
6708,flott,positive,0,0,0,0,0,0
6709,flott,positive,0,0,0,0,0,0
6710,flotteur,positive,0,0,0,0,0,0
6711,flou,negative,0,1,1,0,0,0
6712,flou|flous,negative,0,1,1,0,0,0
6713,fluctu,positive,0,0,0,0,0,0
6714,fluctu,positive,0,0,0,0,0,0
6715,fluctuat,negative,0,1,0,1,0,0
6716,fluid,positive,0,0,0,0,0,0
6717,fluiditã©,positive,1,0,0,0,0,0
6718,fluo,positive,0,0,0,0,0,0
6719,fluorescent,positive,0,0,0,0,0,0
6720,fluorescent,positive,0,0,0,0,0,0
6721,fluos,positive,0,0,0,0,0,0
6722,flã»te,positive,0,0,0,0,0,0
6723,flã»tist,positive,0,0,0,0,0,0
6724,fluvial,positive,0,0,0,0,0,0
6725,flyer,positive,0,0,0,0,0,0
6726,foc,positive,0,0,0,0,0,0
6727,focal,positive,0,0,0,0,0,0
6728,focalis,positive,0,0,0,0,0,0
6729,foi,positive,0,0,0,0,0,0
6730,foi|fois,positive,0,0,0,0,0,0
6731,fol,positive,1,0,0,0,0,0
6732,folio,positive,0,0,0,0,0,0
6733,folk,positive,0,0,0,0,0,0
6734,folklor,positive,1,0,0,0,0,0
6735,folliculair,negative,0,0,0,0,0,0
6736,follicul,negative,0,0,0,0,0,0
6737,fonction,positive,0,0,0,0,0,0
6738,fonction,positive,0,0,0,0,0,0
6739,fond de cal,negative,0,1,1,0,0,1
6740,fondamental,positive,0,0,0,0,0,0
6741,fondamental,positive,0,0,0,0,0,0
6742,fond,negative,0,0,0,0,0,0
6743,fondat,positive,0,0,0,0,0,0
6744,fond,positive,0,0,0,0,0,0
6745,fond,positive,0,0,0,0,0,0
6746,fonder,positive,0,0,0,0,0,0
6747,fondr,negative,0,0,0,0,0,0
6748,fondre sur,negative,0,1,0,1,1,0
6749,fond|fond,positive,0,0,0,0,0,0
6750,fontain,positive,0,0,0,0,0,0
6751,font,negative,0,1,0,0,0,0
6752,foot,positive,0,0,0,0,0,0
6753,football,positive,0,0,0,0,0,0
6754,forcep,negative,0,1,0,0,0,0
6755,for,negative,0,1,0,1,0,0
6756,forãªt verdoi,positive,0,0,0,0,0,0
6757,foreux,negative,0,1,0,1,0,0
6758,forg,positive,0,0,0,0,0,0
6759,forg,positive,0,0,0,0,0,0
6760,forgeron,positive,0,0,0,0,0,0
6761,formal,negative,0,0,0,0,0,0
6762,formalitã©,positive,0,0,0,0,0,0
6763,format,positive,0,0,0,0,0,0
6764,form,positive,0,0,0,0,0,0
6765,forme indistinct,negative,0,1,0,0,0,1
6766,forme phys,positive,0,0,0,0,0,0
6767,former un crã´ut,negative,0,0,0,0,0,1
6768,formid,positive,0,0,1,0,1,0
6769,formulair,positive,0,0,0,0,0,0
6770,formul,positive,0,0,0,0,0,0
6771,formul,positive,0,0,0,0,0,0
6772,formul,positive,0,0,0,0,0,0
6773,formuler un plaint,negative,0,0,1,1,0,0
6774,forniqu,negative,0,0,0,0,0,1
6775,fortifi,positive,0,0,0,0,0,0
6776,fortif,positive,0,0,0,0,0,0
6777,fortifi,positive,0,0,0,0,0,0
6778,fortuit,negative,0,0,0,0,1,0
6779,fortun,positive,0,0,0,0,1,0
6780,fortunã©,positive,1,0,0,0,0,0
6781,forum,positive,0,0,0,0,0,0
6782,fossil,negative,0,0,0,0,0,0
6783,fot,positive,0,0,0,0,0,0
6784,fou de joi,positive,0,0,0,0,1,0
6785,fou folle|fou,negative,0,1,0,1,0,0
6786,fou furi,negative,0,1,0,1,0,1
6787,foudr,negative,0,1,0,1,1,0
6788,fouet,negative,0,1,0,1,0,0
6789,fouet,negative,0,1,1,1,0,1
6790,fougã¨r,negative,0,0,0,0,0,1
6791,fouill,negative,0,0,0,0,1,0
6792,fouin,negative,0,0,0,1,0,1
6793,foulard,positive,0,0,0,0,0,0
6794,foul,negative,0,1,0,1,1,1
6795,foul,positive,0,0,0,0,0,0
6796,foulur,negative,0,1,1,0,1,0
6797,four,positive,0,0,0,0,0,0
6798,fourb,negative,0,1,1,1,0,1
6799,fourch,positive,0,0,0,0,0,0
6800,fourchet,positive,0,0,0,0,0,0
6801,fourchu,negative,0,1,0,0,0,0
6802,fourgu,negative,0,0,0,0,0,0
6803,fourm,negative,0,1,0,0,0,1
6804,fourmill,negative,0,1,0,1,0,0
6805,fourmill,negative,0,1,0,1,0,0
6806,fourmill,negative,0,1,0,1,0,0
6807,fournais,negative,0,0,0,1,0,0
6808,fournã©,positive,0,0,0,0,0,0
6809,fourn,positive,0,0,0,0,0,0
6810,fournisseur,positive,0,0,0,0,0,0
6811,fournitur,positive,0,0,0,0,0,0
6812,fourniture de bureau,positive,0,0,0,0,0,0
6813,fourr,negative,0,1,0,0,0,0
6814,fourre tout,negative,0,0,0,0,0,0
6815,fourreau,negative,0,0,0,0,0,0
6816,fourrur,positive,0,0,0,0,0,0
6817,fourvoi,negative,0,1,0,1,0,0
6818,foutais,negative,0,0,1,1,0,1
6819,foutr,negative,0,1,1,1,0,1
6820,foi,positive,0,0,0,0,0,0
6821,frac,negative,0,1,0,1,1,0
6822,fracass,negative,0,1,1,0,1,0
6823,fraction,positive,0,0,0,0,0,0
6824,fractionnair,positive,0,0,0,0,0,0
6825,fraction,positive,0,0,0,0,0,0
6826,fractur,negative,0,1,1,0,0,0
6827,fractur,negative,0,1,1,0,0,0
6828,fragil,negative,0,1,1,0,1,0
6829,fragilitã©,negative,0,1,1,0,0,0
6830,fragment,positive,0,0,0,0,0,0
6831,fragmentair,positive,0,0,0,0,0,0
6832,frais de scolaritã©,positive,0,0,0,0,0,0
6833,frais gã©nã©ral,positive,0,0,0,0,0,0
6834,frais,positive,0,0,0,0,0,0
6835,franch,positive,0,0,0,0,0,0
6836,franch,positive,0,0,0,0,0,0
6837,franchis,positive,0,0,0,0,0,0
6838,franchis,positive,0,0,0,0,0,0
6839,franch,positive,0,0,0,0,0,0
6840,frang,positive,0,0,0,0,0,0
6841,frang,positive,0,0,0,0,0,0
6842,frange de l,positive,0,0,0,0,0,0
6843,frapp,negative,0,1,0,0,1,0
6844,frapp,negative,0,1,0,0,1,0
6845,frappeur,negative,0,1,0,1,0,0
6846,fraternel,positive,0,0,0,0,0,0
6847,fraternitã©,positive,0,0,0,0,0,0
6848,fraud,negative,0,0,0,1,0,0
6849,fraud,negative,0,0,0,1,0,1
6850,fredon,negative,0,1,0,0,0,0
6851,fredon,negative,0,1,0,0,0,0
6852,freelanc,positive,0,0,0,0,0,0
6853,frã©gat,positive,0,1,0,0,0,0
6854,frein,negative,0,1,0,0,1,0
6855,frein,negative,0,1,0,0,1,0
6856,frelat,negative,0,0,1,1,0,0
6857,frãªle,negative,0,1,1,0,0,0
6858,frelon,negative,0,1,0,0,0,0
6859,frã©missement,negative,0,1,0,0,0,0
6860,frãªne,negative,0,1,0,0,0,0
6861,frã©nã©si,negative,0,1,0,1,0,0
6862,frã©nã©tiqu,negative,0,1,0,1,1,1
6863,frã©quemment,positive,0,0,0,0,0,0
6864,frã©quenc,positive,0,0,0,0,0,0
6865,frã©quent,positive,0,0,0,0,0,0
6866,frã©quent,positive,0,0,0,0,0,0
6867,frã¨re,positive,0,0,0,0,0,0
6868,fresqu,positive,0,0,0,0,0,0
6869,fret,positive,0,0,0,0,0,0
6870,frãªt,positive,0,0,0,0,0,0
6871,frã©till,positive,0,0,0,0,1,0
6872,friabl,negative,0,1,1,0,0,0
6873,friandis,positive,1,0,0,0,0,0
6874,friction,negative,0,0,0,1,0,1
6875,frigid,negative,0,1,1,0,0,1
6876,fring,positive,0,0,0,0,1,0
6877,frip,negative,0,0,1,0,0,1
6878,fripouill,negative,0,0,0,0,0,1
6879,frir,negative,0,0,0,0,0,1
6880,fris,positive,0,0,0,0,0,0
6881,frisquet,negative,0,0,0,0,0,0
6882,frisson,negative,0,1,0,0,0,0
6883,frisson,negative,0,1,0,0,0,0
6884,frivol,negative,0,0,0,0,0,1
6885,froid,negative,0,0,1,0,0,0
6886,froideur,negative,0,1,1,1,0,1
6887,froiss,negative,0,0,1,0,0,0
6888,froissement,negative,0,1,0,0,1,0
6889,froncer le sourcil,negative,0,0,1,1,0,1
6890,fronc,negative,0,0,1,1,0,0
6891,frond,negative,0,1,0,1,0,0
6892,frontal,positive,0,0,0,0,0,0
6893,frontali,positive,0,0,0,0,0,0
6894,frontispic,positive,0,0,0,0,0,0
6895,frott,negative,0,0,0,0,0,0
6896,frott,negative,0,1,0,1,0,1
6897,frott,negative,0,0,0,0,0,1
6898,froussard,negative,0,1,1,1,0,1
6899,frugal,positive,0,0,0,0,0,0
6900,fruit,positive,0,0,0,0,0,0
6901,fruit de m,negative,0,0,0,0,0,1
6902,frustrat,negative,0,0,1,1,0,0
6903,frustr,negative,0,0,1,1,0,0
6904,fugac,negative,0,1,1,0,1,0
6905,fuir,negative,0,1,1,1,0,1
6906,fulgur,negative,0,1,0,0,1,0
6907,fulgur,negative,0,1,0,0,1,0
6908,fulmin,negative,0,0,0,1,0,0
6909,fum,negative,0,0,0,0,0,1
6910,fumeur,negative,0,0,0,0,0,1
6911,fumi,negative,0,0,0,0,0,1
6912,fumig,negative,0,1,0,0,0,1
6913,funã©raill,negative,0,0,1,0,0,0
6914,funk,negative,0,0,1,0,0,0
6915,fureur,negative,0,1,1,1,0,0
6916,furieux,negative,0,0,0,1,0,0
6917,furtiv,positive,0,0,0,0,1,0
6918,fusain,negative,0,0,0,0,0,1
6919,fuseau,positive,0,0,0,0,0,0
6920,fus,negative,0,1,0,1,0,0
6921,fusã©e ã©clair,positive,0,0,0,0,1,0
6922,fusibl,positive,0,0,0,0,0,0
6923,fusil,negative,0,1,0,1,0,0
6924,fusil de ch,negative,0,1,0,0,0,0
6925,fusillad,negative,0,1,1,1,0,0
6926,fusion,positive,0,0,0,0,0,0
6927,fã»t,positive,0,0,0,0,0,0
6928,futilitã©,negative,0,0,0,0,0,1
6929,futur,positive,0,0,0,0,0,0
6930,futur mariã©,positive,0,0,0,0,0,0
6931,gã¢cher,negative,0,1,1,1,0,1
6932,gã¢chet,negative,0,1,0,0,0,0
6933,gaff,negative,0,1,1,0,1,1
6934,gag,positive,0,0,0,0,0,0
6935,gagner pain,positive,0,0,0,0,0,0
6936,gagn,positive,1,0,0,0,0,0
6937,gagner net,positive,0,0,0,0,0,0
6938,gai,positive,0,0,0,0,1,0
6939,gaietã©,positive,0,0,0,0,1,0
6940,gainag,negative,0,0,0,0,0,0
6941,gain,negative,0,0,0,0,0,0
6942,gain,negative,0,1,1,0,0,0
6943,gal,positive,0,0,0,0,0,0
6944,gal,positive,0,0,0,0,0,0
6945,galanter,positive,0,0,0,0,0,0
6946,galax,positive,0,0,0,0,0,0
6947,galb,positive,0,0,0,0,0,0
6948,gal,negative,0,1,0,0,0,1
6949,galã¨r,negative,0,1,1,0,0,0
6950,galer,positive,0,0,0,0,0,0
6951,galerie marchand,positive,0,0,0,0,0,0
6952,galet,positive,0,0,0,0,0,0
6953,galon,positive,0,0,0,0,0,0
6954,galop,positive,0,0,0,0,0,0
6955,galop,positive,0,0,0,0,0,0
6956,galvan,positive,1,0,0,0,0,0
6957,galvanis,positive,1,0,0,0,0,0
6958,galvanis,positive,1,0,0,0,0,0
6959,gambad,positive,1,0,0,0,0,0
6960,gamel,positive,0,0,0,0,0,0
6961,gamm,positive,1,0,0,0,0,0
6962,gang,negative,0,1,0,1,0,0
6963,gant,positive,0,0,0,0,0,0
6964,gantelet,positive,0,0,0,0,0,0
6965,garag,positive,0,0,0,0,0,0
6966,garant,positive,0,0,0,0,0,0
6967,garantiesjustifiã©,positive,0,0,0,0,0,0
6968,garã§on,positive,0,0,0,0,0,1
6969,garã§on,positive,0,0,0,0,0,0
6970,garde ã  vu,negative,0,1,1,1,0,0
6971,garde du corp,positive,0,0,0,0,0,0
6972,garde bou,positive,0,0,0,0,0,0
6973,garder mang,positive,0,0,0,0,0,0
6974,garde meubl,positive,0,0,0,0,0,0
6975,garde rob,positive,0,0,0,0,0,0
6976,gard,positive,0,0,0,0,0,0
6977,gard,positive,0,0,0,0,0,0
6978,gardien de prison gardien,negative,0,1,0,1,0,0
6979,gardien gardien,negative,0,1,0,1,0,0
6980,gar,positive,0,0,0,0,0,0
6981,garen,positive,0,0,0,0,0,0
6982,gar,positive,0,0,0,0,0,0
6983,garn,positive,0,0,0,0,0,0
6984,garnison,positive,0,0,0,0,0,0
6985,garnissag,positive,0,0,0,0,0,0
6986,garnitur,positive,0,0,0,0,0,0
6987,garrot,negative,0,1,0,0,0,0
